obtuvo_credito,numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
true,6,11.65,99.74,40,62,false,false,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
false,1,8,46.67,9,29,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,AMAZONAS,Sierra,Otro,Venta,Comerciante mayorista,Otro
false,9,17,90.07,56,76,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,ANCASH,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,4,44.05,100,38,69,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,ANCASH,Costa,Mangas,Venta,Consumidor final,Mangas
true,10,2.42,25.77,40,63,false,true,false,false,false,true,false,Primaria completa,Hombre,APURIMAC,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
true,2,1.33,0,27,50,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,APURIMAC,Sierra,No especificado,Autoconsumo,Sin ventas,No especificado
true,7,5.51,0,23,42,false,false,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,4,1.5,38.1,19,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Otro,Autoconsumo,Acopiador,Otro
true,5,4.95,82.52,4,27,false,false,true,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Acopiador,Gravedad
false,3,0.6,100,55,20,false,false,true,false,false,false,false,Primaria incompleta,Mujer,AREQUIPA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
false,1,0.66,0,40,64,false,false,false,false,false,false,false,Primaria completa,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,5.2,0,30,60,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,2,0,27,57,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,4,10.23,99.68,20,67,false,false,false,false,false,false,false,Superior universitaria incompleta,Mujer,AREQUIPA,Costa,Otro,Venta,Acopiador,Otro
false,1,1.5,100,12,50,false,false,true,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,5,4,29.45,16,35,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Autoconsumo,Acopiador,Aspersion
true,5,2.08,77.27,12,32,false,false,true,false,false,true,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,1.5,99.17,20,39,false,false,true,false,false,true,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Acopiador,Gravedad
false,2,2.8,94.74,6,34,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,3,7.35,81.82,25,43,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,70,0,50,71,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,3,6.86,77.75,35,53,false,false,false,false,false,false,false,Secundaria completa,Mujer,CAJAMARCA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,5,5.1,64.92,47,62,false,false,false,false,false,false,false,Primaria completa,Hombre,CUSCO,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,7,4.5,93.79,45,64,false,false,true,false,false,false,false,Primaria completa,Hombre,HUANCAVELICA,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,4,3.5,99.22,22,44,false,false,false,false,false,false,false,Primaria completa,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,2.2,100,10,34,false,false,true,true,false,false,false,Superior universitaria completa,Hombre,ICA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,6.1,100,3,37,false,false,true,true,false,false,false,Secundaria completa,Mujer,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,8.26,97.8,40,86,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,8,6.4,94.47,25,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,10,5.45,0,30,74,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,7,5.77,98.93,20,42,false,true,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,0.73,92.31,30,62,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
true,5,81.7,15.15,20,40,false,false,false,false,false,false,false,Secundaria completa,Hombre,LA LIBERTAD,Sierra,Aspersion,Autoconsumo,Comerciante minorista,Aspersion
true,3,8.1,0,20,41,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Sierra,Secano,Otro,Sin ventas,Secano
true,3,7.1,88.4,20,42,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,2.39,100,40,70,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,2,1,94.82,12,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,0.48,97.79,2,37,false,false,true,false,false,false,false,Secundaria completa,Mujer,LAMBAYEQUE,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,3,6.92,0,4,46,false,false,true,true,false,false,false,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,1,3.4,88.21,28,58,false,false,true,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,16.5,99.9,6,42,false,false,true,false,false,false,true,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Acopiador,Gravedad
false,2,87,0,4,58,false,false,false,false,false,false,true,Secundaria incompleta,Mujer,LORETO,Selva,Secano,Otro,Sin ventas,Secano
true,10,16.25,99.88,23,46,false,false,true,false,false,false,false,Primaria completa,Hombre,PASCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,5,3,98.9,33,58,false,false,true,true,false,false,false,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,4,98.65,20,62,false,false,true,true,false,false,false,Superior universitaria completa,Mujer,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,5.33,100,1,49,false,false,true,true,false,false,false,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,4.5,96.27,18,58,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,8,100,37,59,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,9.3,99.98,19,65,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,2,33.33,16,63,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,9,4.4,13.94,15,50,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
true,12,28.29,0,43,63,false,true,false,false,false,false,false,Primaria completa,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,6,10.03,0,30,54,false,true,true,false,false,false,false,Primaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,2,3,0,20,49,false,false,true,false,false,false,false,Secundaria completa,Mujer,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,3,16,100,40,63,false,false,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Empresa/Agroindustria,Secano
true,1,27,0,17,37,false,false,false,false,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Otro,Sin ventas,Secano
true,3,80.45,2.23,40,71,false,true,true,false,false,false,true,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,1,4.8,100,50,67,false,true,true,false,false,false,true,Secundaria completa,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
false,1,2,97.71,10,55,false,true,true,false,false,false,false,Secundaria incompleta,Mujer,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,3,43,99.87,30,53,false,false,true,false,false,false,false,Superior universitaria incompleta,Mujer,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,5,99.93,10,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,8.5,100,15,41,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
false,1,10,100,18,45,false,false,true,true,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,7.9,100,25,55,false,false,true,true,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,7.5,100,4,35,false,false,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,1,0.9,95.42,40,91,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TUMBES,Costa,No especificado,Venta,Comerciante mayorista,No especificado
false,1,52,100,14,53,false,false,true,false,false,false,false,Primaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,1,14,99.07,10,54,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,2.1,100,24,42,false,false,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Acopiador,Gravedad
true,1,4.5,91.78,10,38,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,AMAZONAS,Selva,Secano,Venta,Acopiador,Secano
true,2,32,0,12,48,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AMAZONAS,Selva,Secano,Otro,Sin ventas,Secano
true,3,10,0,40,64,false,false,true,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
true,3,9.5,68.74,19,39,false,true,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante minorista,Secano
true,3,17.5,67.28,33,53,false,true,false,false,false,false,true,Secundaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
false,2,6.28,10.36,2,36,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,ANCASH,Costa,Gravedad,Autoconsumo,Acopiador,Gravedad
true,3,1.04,0,10,32,false,false,false,false,false,false,false,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
false,2,0.27,40.76,50,65,false,false,false,false,false,false,true,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,5,2.02,0,11,40,false,false,true,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,1,5.5,100,35,56,false,false,true,true,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,10,0,25,51,false,true,true,true,false,false,true,Superior universitaria incompleta,Hombre,AREQUIPA,Costa,Goteo,Otro,Sin ventas,Goteo
true,4,99.3,100,20,63,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Empresa/Agroindustria,No especificado
true,1,14,100,36,55,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,13.8,100,10,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,4.8,99.97,15,45,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,5.7,99.69,30,70,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,1.73,99.05,30,63,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,3,12.71,99.73,29,54,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,7.5,87.36,23,44,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,8,3.88,57.98,29,48,false,false,true,false,false,true,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Acopiador,No especificado
true,4,1.28,98.54,3,21,false,false,true,false,false,false,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,5,1.9,90.23,15,36,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,AYACUCHO,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,2,0.9,0,8,35,false,false,false,true,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Otro,Sin ventas,Secano
true,7,5.88,6.25,41,61,false,false,true,false,false,false,false,Primaria completa,Mujer,AYACUCHO,Sierra,Aspersion,Autoconsumo,Consumidor final,Aspersion
true,1,6.4,100,45,65,false,false,true,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Selva,Secano,Venta,Comerciante minorista,Secano
true,3,23.5,0,35,60,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,2,6,45.45,30,67,false,false,true,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
true,3,3.65,100,30,55,false,false,true,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,7,4.47,50,26,43,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CUSCO,Sierra,Secano,Venta,Comerciante minorista,Secano
true,11,2.38,36.36,30,50,false,false,true,false,false,false,false,Primaria completa,Mujer,CUSCO,Sierra,Aspersion,Autoconsumo,Consumidor final,Aspersion
true,3,0.45,55,30,55,false,false,true,false,false,false,false,Sin nivel,Mujer,CUSCO,Sierra,No especificado,Venta,Consumidor final,No especificado
true,2,15.1,37,40,64,false,false,true,false,false,false,false,Primaria completa,Hombre,CUSCO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,4,4.7,0,15,32,false,true,true,false,false,false,false,Secundaria completa,Mujer,CUSCO,Sierra,Gravedad,Otro,Sin ventas,Gravedad
false,2,17.05,97.22,25,49,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Selva,Secano,Venta,Acopiador,Secano
false,3,2,78.95,5,33,false,false,false,false,false,false,true,Secundaria completa,Mujer,HUANUCO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,1,5,97.49,19,38,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Consumidor final,Gravedad
true,1,3,100,13,65,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,2,3.58,100,23,61,false,true,true,false,false,false,true,Primaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,6,100,8,42,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,3.5,85.48,5,50,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,3,66.67,2,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,8,85.86,10,38,false,true,false,false,false,false,false,Superior no universitaria completa,Mujer,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,3,2.9,95.72,30,53,false,false,true,false,false,false,false,Primaria incompleta,Hombre,JUNIN,Sierra,Secano,Venta,Acopiador,Secano
true,1,5.5,99.48,10,64,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,5,16.84,95.83,20,51,false,false,true,false,false,true,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,7,2.01,99.8,20,41,false,false,true,false,false,false,true,Secundaria completa,Mujer,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,7,3.09,100,22,45,false,false,true,false,false,false,false,Secundaria completa,Mujer,JUNIN,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,2,3.03,97.96,18,36,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
true,1,7.35,97.3,30,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
true,1,6.25,99.72,14,70,false,false,true,false,false,false,true,Secundaria completa,Mujer,LA LIBERTAD,Costa,No especificado,Venta,Acopiador,No especificado
true,2,0.55,0,20,57,false,false,true,false,false,false,false,Primaria completa,Mujer,LAMBAYEQUE,Costa,Secano,Otro,Sin ventas,Secano
true,3,5.75,99.05,13,55,false,false,true,true,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Otro,Venta,Comerciante mayorista,Otro
true,2,30,100,10,43,false,false,true,false,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,1,2.5,0,13,44,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,4,5.8,100,30,60,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,4,1.63,56.08,30,80,false,false,false,false,false,false,false,Primaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,35,89.38,47,62,false,false,true,false,false,false,false,Primaria completa,Hombre,LORETO,Selva,Secano,Venta,Comerciante minorista,Secano
true,23,6.2,35.11,25,48,false,false,false,false,false,false,false,Secundaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
true,1,1,100,2,37,false,false,true,false,false,false,false,Secundaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,2,0,30,62,false,false,true,false,false,false,false,Secundaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,2,1.8,84.68,29,65,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
false,0,0,0,20,40,false,false,false,false,false,false,false,Primaria incompleta,Mujer,PASCO,Sierra,Secano,Otro,Sin ventas,Secano
true,1,1,0,28,54,false,false,true,true,false,false,false,Primaria completa,Hombre,PIURA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,1,1,100,33,60,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,PIURA,Costa,No especificado,Venta,Acopiador,No especificado
true,3,19.31,0,22,47,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,4,36.34,0,20,31,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,10,19.75,52.94,20,46,false,false,true,false,false,true,false,Secundaria completa,Mujer,PUNO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,6,98.33,3,49,false,false,true,true,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,MicroAspersion,Venta,Acopiador,MicroAspersion
true,2,30,0,25,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Otro,Sin ventas,Secano
true,1,15.6,25.86,50,70,false,false,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Autoconsumo,Comerciante mayorista,Secano
true,2,33,100,13,32,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,1,85,100,12,69,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,10,99.95,5,21,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,15,99.91,25,48,false,true,true,false,false,false,false,Secundaria completa,Hombre,TACNA,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,1,1,99.95,38,61,false,true,false,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.8,99.49,11,62,false,true,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,47.3,100,11,49,false,false,true,true,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,7.6,100,4,53,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,4.68,100,5,52,false,false,true,true,false,false,false,Primaria incompleta,Mujer,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,4.2,100,3,58,false,true,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,2,1,16.62,35,54,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TUMBES,Costa,Gravedad,Autoconsumo,Acopiador,Gravedad
true,1,36.9,100,15,48,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,2,21,100,7,42,false,false,true,false,false,false,true,Superior no universitaria completa,Mujer,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
false,2,5,100,15,35,false,false,true,false,false,false,true,Secundaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,2,30,91.01,35,55,false,true,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante minorista,Secano
true,2,3.5,78.67,23,48,false,false,true,false,false,false,false,Secundaria completa,Mujer,AMAZONAS,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,45,98.74,43,66,false,false,false,false,false,false,false,Primaria incompleta,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,2.5,79.11,30,50,false,true,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,3,15.2,72.14,17,42,false,false,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante minorista,Secano
true,7,10,85.47,30,53,false,false,false,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante minorista,Secano
true,6,5.75,99.5,9,27,false,false,true,false,false,false,false,Secundaria completa,Hombre,ANCASH,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,3,88.79,50,55,false,false,true,false,false,false,false,Sin nivel,Mujer,ANCASH,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,3,0.42,0,20,60,false,false,false,false,false,false,false,Superior universitaria incompleta,Mujer,ANCASH,Sierra,Secano,Otro,Sin ventas,Secano
true,4,2.14,99.32,30,54,false,false,false,false,false,false,false,Secundaria completa,Hombre,ANCASH,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
false,4,8.48,98.67,40,64,false,false,false,false,false,false,false,Secundaria completa,Mujer,ANCASH,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,7,3.36,0,24,40,false,false,true,false,false,true,false,Secundaria completa,Mujer,APURIMAC,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,5,1.98,76.15,8,39,false,true,true,false,false,true,false,Secundaria completa,Hombre,APURIMAC,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,9,2.1,98.25,30,50,false,false,true,false,false,false,false,Primaria incompleta,Hombre,APURIMAC,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,2,14,98.09,6,43,false,true,true,false,false,false,true,Superior no universitaria completa,Mujer,AREQUIPA,Costa,Goteo,Venta,Acopiador,Goteo
false,2,0.79,0,20,52,false,false,true,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Sierra,No especificado,Autoconsumo,Sin ventas,No especificado
true,4,1.01,99.32,50,71,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,3,2.31,99.99,20,40,false,false,false,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,1.09,99.79,2,40,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,3.22,97.48,17,68,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,5.61,100,25,64,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Goteo,Venta,Acopiador,Goteo
true,4,3.88,100,10,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,4.95,98.44,17,49,false,false,true,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,11,100,16,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Goteo,Venta,Acopiador,Goteo
true,1,0.16,100,15,69,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,1,0.19,100,25,63,false,false,false,false,false,false,false,Primaria completa,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Acopiador,Gravedad
